#{"t_start": 1630088085.8697362, "env_id": null}
r,l,t
-139758.120246,300,618.552331
-79411.667236,300,618.944761
-318463.927074,300,619.342516
-72546.731493,300,619.757565
-23601.942962,300,621.868212
-11057.280308,300,622.267422
-30097.854765,300,622.690835
-210903.098787,300,623.095064
-94673.731367,300,623.494106
-48211.105365,300,623.90366
-181190.497846,300,624.318417
-22248.340449,300,626.3593
-17044.948143,300,626.756256
-39647.106308,300,627.173363
-65308.78677,300,627.571623
-102250.455814,300,627.993177
-172166.595057,300,628.569732
-71192.553772,300,630.77158
-48382.831,300,631.170285
-67711.640936,300,631.568825
-18287.556918,300,631.984886
-44657.263982,300,632.386009
-271480.474169,300,632.785473
-39387.501126,300,633.206825
-64846.30257,300,635.318571
-66511.225474,300,635.839691
-13092.172168,300,636.252801
-69085.739116,300,636.651986
-154336.855168,300,637.050018
-24184.013439,300,637.447597
-55839.773355,300,637.859612
-55901.440396,300,639.883145
-59568.004814,300,640.28516
-101112.667424,300,640.692367
-155960.118897,300,641.09281
-77795.237214,300,641.490415
-181774.061481,300,641.924288
-90337.606026,300,642.472378
-48421.539442,300,644.644701
-10849.327218,300,645.041344
-146586.826001,300,645.476163
-92059.409448,300,645.875389
-103691.385836,300,646.27518
-6011.628827,300,646.706143
-47075.274408,300,647.268531
-137138.883528,300,649.344157
-10861.376307,300,649.771313
-136456.379547,300,650.17859
-167372.201699,300,650.578576
-56251.945647,300,650.984917
-22289.071077,300,651.402712
-89723.062879,300,651.80707
-9908.516346,300,653.83636
-135426.284185,300,654.254172
-37417.932858,300,654.651448
-264166.651206,300,655.289127
-179814.0575,300,655.704115
-8237.222208,300,656.105122
-106060.342675,300,658.176928
-144630.595416,300,658.577197
-43447.151954,300,658.986052
-77196.439274,300,659.384968
-47543.397314,300,659.786405
-77804.803448,300,660.203091
-138774.918032,300,660.604613
-131335.077084,300,662.625106
-67179.902074,300,663.036385
-58015.852263,300,663.436548
-136539.140622,300,663.843344
-178676.908266,300,664.254075
-40817.091305,300,664.666157
-47532.967187,300,665.066628
-70114.301334,300,667.122533
-108250.531508,300,667.538858
-22327.507392,300,667.938989
-18093.395657,300,668.335301
-116195.683714,300,668.805739
-71427.287657,300,669.241182
-4961.448178,300,669.642214
-54025.634481,300,671.80381
-68552.766617,300,672.220124
-105246.931194,300,672.620463
-39133.070064,300,673.020661
-41113.468617,300,673.43269
-39831.386448,300,673.826042
-305069.512352,300,674.230433
-94823.479211,300,676.494013
-48265.458119,300,677.007685
-96013.451499,300,677.40775
-169256.234005,300,677.808353
-78569.65256,300,678.220514
-96918.232233,300,678.620378
-71446.71781,300,679.125753
-118328.038302,300,681.200902
-62195.050685,300,681.601315
-48973.848759,300,681.997917
-241893.924743,300,682.402736
-143765.188037,300,682.816251
-5683.286325,300,683.217855
-38872.60283,300,685.257056
-300907.98731,300,685.669148
-12883.130426,300,686.073094
-80539.398654,300,686.482888
-15772.89082,300,686.891467
-9462.075268,300,687.290868
-54483.007279,300,687.755321
-112450.366912,300,689.802911
-71537.497941,300,690.201209
-25130.624272,300,690.601144
-101402.219752,300,691.000809
-62728.383788,300,691.417104
-150110.924415,300,691.817497
-10480.237369,300,692.217474
-68444.891802,300,694.273754
-149385.047419,300,694.676095
-60066.404279,300,695.254384
-78254.291764,300,695.658723
-113041.916094,300,696.0577
-167421.833572,300,696.504894
-38138.89383,300,696.935348
-49614.98382,300,699.140363
-56403.599583,300,699.553109
-27484.32354,300,699.950346
-7768.72239,300,700.365668
-186918.794901,300,700.758885
-83974.927578,300,701.154913
-223682.077694,300,701.559261
-202485.724703,300,703.625157
-74633.118152,300,704.024848
-51027.71426,300,704.421604
-349159.010174,300,704.833882
-72632.738279,300,705.232584
-73661.400266,300,705.625366
-52062.117058,300,706.032052
-180803.220215,300,708.053388
-49057.046754,300,708.449358
-42236.23464,300,708.851146
-57585.988343,300,709.243472
-56636.383625,300,709.641103
-147861.782771,300,710.039776
-13793.11184,300,712.065731
-221705.484919,300,712.459326
-132892.045509,300,712.857373
-69850.093098,300,713.266533
-49598.337461,300,713.659847
-114704.907902,300,714.05738
-10293.252957,300,714.466511
-13641.869759,300,716.500004
-147456.519667,300,716.892885
-89593.539747,300,717.290798
-218148.016753,300,717.701045
-10546.409775,300,718.099149
-75220.424186,300,718.49587
-44254.168472,300,718.902179
-39076.627189,300,721.117747
-150581.112192,300,721.518017
-270555.817919,300,721.922936
-73098.14732,300,722.31965
-94763.241732,300,722.715932
-155846.278134,300,723.109299
-133751.002145,300,723.516201
-43729.025759,300,725.50679
-154997.114913,300,725.903306
-105444.489489,300,726.309929
-62491.921794,300,726.707993
-38301.681816,300,727.105634
-155036.402988,300,727.515593
-14021.175217,300,727.908195
-15633.741627,300,729.925117
-19235.103611,300,730.325408
-35014.939542,300,730.733247
-44108.525312,300,731.132863
-110681.782395,300,731.532171
-111418.594525,300,731.940775
-21526.868014,300,733.975063
-73681.475098,300,734.375506
-86275.44418,300,734.786161
-75195.423409,300,735.333346
-138452.21963,300,735.734153
-166618.302956,300,736.135272
-9234.044414,300,736.625221
-130468.367064,300,738.904264
-79072.209498,300,739.304179
-68084.185103,300,739.709801
-89640.327892,300,740.108524
-41848.954143,300,740.507763
-158851.592991,300,740.918494
-361923.961226,300,741.318951
-10312.220465,300,743.35951
-25432.976349,300,743.758357
-101803.978472,300,744.199592
-104426.766044,300,744.606542
-35413.659223,300,745.006526
-24131.479374,300,745.415877
-74252.466168,300,745.807257
-22488.410478,300,747.869092
-127444.440362,300,748.275119
-42661.576526,300,748.673898
-108975.097787,300,749.072518
-9017.53594,300,749.470916
-115958.00578,300,749.875616
-94553.142411,300,750.273139
-13974.930627,300,752.505784
-103172.921882,300,752.922058
-64566.585735,300,753.324786
-69043.280775,300,753.726089
-112560.28816,300,754.134064
-12993.338109,300,754.534737
-71056.847232,300,754.934705
-24360.44183,300,757.034065
-138794.715483,300,757.438239
-3916.308529,300,757.834596
-124565.978474,300,758.272043
-142312.42721,300,758.68402
-190469.254281,300,759.083222
-41829.574991,300,761.108398
-116445.820004,300,761.517909
-54052.930232,300,761.916961
-66809.081243,300,762.400113
-126239.553226,300,763.059186
-166510.267586,300,763.467668
-25480.76282,300,763.868431
-76087.121906,300,765.919752
-109851.615001,300,766.333328
-76192.031273,300,766.733071
-130699.441456,300,767.132281
-150347.927172,300,767.538879
-26867.93382,300,767.938082
-19981.187212,300,768.341797
-52111.265611,300,770.4908
-113871.385023,300,771.183443
-127610.441286,300,771.584508
-120225.716913,300,771.987586
-56320.405076,300,772.400119
-48281.611781,300,772.801112
-81377.432438,300,773.203303
-98472.374203,300,775.242351
-52806.141645,300,775.642364
-46494.271167,300,776.041056
-143210.081928,300,776.440273
-20251.070155,300,776.848724
-111871.923063,300,777.248734
-34790.076574,300,777.647884
-100632.705118,300,779.680343
-16483.109224,300,780.075973
-79473.882802,300,780.474338
-75679.353778,300,780.887135
-34596.400959,300,781.287257
-29128.633456,300,781.685847
-99073.075023,300,782.086668
-52315.096709,300,784.252029
-13310.079647,300,784.76812
-142398.49233,300,785.17015
-97307.819916,300,785.583741
-158110.414587,300,785.980404
-48297.198613,300,786.374258
-33790.858577,300,788.432017
-174609.781006,300,789.041089
-38474.380417,300,789.438982
-10170.811849,300,789.83647
-241485.338616,300,790.473509
-178287.066587,300,791.106868
-76885.324686,300,791.508382
-10961.644399,300,793.517668
-13009.643326,300,793.916394
-114779.09708,300,794.317351
-130013.995533,300,794.725346
-70609.779254,300,795.125941
-74364.929225,300,795.525301
-125048.864513,300,795.924812
-154193.966569,300,797.934493
-125856.533443,300,798.332769
-75055.134077,300,798.730025
-27907.975712,300,799.131573
-149257.23882,300,799.524707
-115080.693789,300,799.923745
-24536.976764,300,800.480064
-9866.935414,300,802.483715
-109682.813627,300,802.881796
-10265.847337,300,803.274614
-83486.824731,300,803.681896
-162253.044431,300,804.083883
-365093.91446,300,804.487353
-12850.682967,300,804.900772
-33269.65745,300,807.018251
-147416.095547,300,807.463423
-158561.373692,300,807.871959
-16651.434948,300,808.2914
-7390.548807,300,808.687986
-99016.197588,300,809.088309
-24894.447064,300,809.499572
-74801.202332,300,811.517034
-117432.040878,300,811.915906
-38990.232418,300,812.318326
-25807.896337,300,812.715461
-21862.971147,300,813.106738
-22291.220615,300,813.513602
-63543.483489,300,815.522562
-91447.073387,300,815.921993
-197313.52593,300,816.580958
-18959.205471,300,817.118232
-37542.006418,300,817.513451
-96071.670431,300,817.912829
-47942.015099,300,818.316188
-41123.04149,300,820.349567
-11833.769809,300,820.748769
-129558.607313,300,821.181886
-39585.116208,300,821.579556
-79989.451355,300,821.973446
-114017.948802,300,822.372546
-42239.575925,300,822.792392
-13373.102337,300,824.835169
-17432.047663,300,825.23805
-73751.618108,300,825.648453
-32773.573855,300,826.06797
-51361.567496,300,826.467955
-6492.198423,300,826.882192
-117822.568289,300,827.275047
-148466.231712,300,829.27054
-17701.198209,300,829.665477
-22016.442025,300,830.082272
-128572.228722,300,830.483297
-33781.825121,300,830.887317
-143766.549696,300,831.299263
-123076.701877,300,831.699332
-83394.572274,300,833.683839
-87727.877912,300,834.092125
-8573.485565,300,834.496309
-11670.929764,300,834.896287
-15201.277099,300,835.296301
-48173.596504,300,835.707524
-120263.843103,300,837.722379
-24053.343793,300,838.140405
-175233.050152,300,838.55195
-17907.990175,300,838.946125
-57738.221821,300,839.339803
-158065.249486,300,839.834833
-155248.489921,300,840.32444
-39770.734659,300,842.532954
-8642.9765,300,842.938706
-28202.941413,300,843.352747
-93543.066863,300,843.764447
-41357.501118,300,844.196805
-67010.628734,300,844.722952
-110878.05756,300,845.118653
-115512.241925,300,847.220502
-40202.666561,300,847.733249
-15534.286359,300,848.136997
-42288.364987,300,848.548571
-16635.529374,300,848.948737
-138573.47217,300,849.362256
-90364.542733,300,849.758347
-15998.540866,300,851.968578
-81054.926106,300,852.37286
-9971.140856,300,852.804944
-32351.458125,300,853.204443
-106024.687522,300,853.61919
-10228.008271,300,854.153923
-32440.838502,300,854.617509
-82585.248914,300,856.779231
-38115.673876,300,857.265127
-104463.921387,300,857.765381
-4378.800954,300,858.265786
-85555.122927,300,858.745425
-29735.835899,300,859.137026
-16446.546281,300,859.536827
-139537.525024,300,861.569051
-96285.924932,300,861.969305
-16071.76944,300,862.366891
-60496.321706,300,862.764531
-39155.8615,300,863.17976
-5854.782337,300,863.573846
-85977.090136,300,865.549269
-7725.605861,300,865.963343
-78423.381232,300,866.361867
-117530.95022,300,866.764812
-18823.293519,300,867.17439
-84003.287274,300,867.57294
-17355.490344,300,867.970138
-188407.578415,300,869.949251
-72398.316634,300,870.369158
-32220.140095,300,870.764565
-127614.982557,300,871.162301
-117079.491711,300,871.574477
-55760.65158,300,871.969677
-19916.860008,300,872.36775
-57268.666501,300,874.364087
-15853.000354,300,874.757346
-85579.761815,300,875.155839
-64066.446685,300,875.596776
-95022.792361,300,876.003575
-40537.783499,300,876.396213
-14906.506126,300,876.786658
-58653.206875,300,878.756485
-28073.192667,300,879.151716
-23236.506776,300,879.553356
-14189.653439,300,879.965574
-13239.060301,300,880.365212
-54193.22555,300,880.766661
-18476.444088,300,881.1721
-127761.310211,300,883.1733
-82102.235031,300,883.570279
-88391.736231,300,883.96696
-18659.271273,300,884.373274
-29263.744387,300,884.768313
-130545.668385,300,885.162993
-102855.984853,300,885.565935
-103319.426719,300,887.654871
-14906.615056,300,888.051605
-29078.014196,300,888.452085
-31031.881556,300,888.857096
-267283.437649,300,889.255154
-20605.84209,300,889.651496
-34326.982671,300,891.655055
-123445.871008,300,892.054733
-88025.234041,300,892.453414
-16812.809472,300,892.867098
-11081.777811,300,893.26383
-46894.271692,300,893.663627
-66965.089052,300,894.071287
-104799.937678,300,896.161705
-58679.142372,300,896.664003
-54501.24384,300,897.072475
-35303.548634,300,897.485629
-156323.483326,300,897.887147
-59643.119808,300,898.285739
-114543.717087,300,898.696709
-95419.919248,300,900.695674
-100478.596346,300,901.095991
-9409.189585,300,901.494584
-19035.789495,300,901.902958
-39400.625141,300,902.312328
-5130.527185,300,902.710093
-58422.838838,300,903.114138
-28140.603248,300,905.095068
-127935.231947,300,905.497088
-40224.325915,300,905.902832
-20856.406552,300,906.314671
-58832.621178,300,906.713516
-62116.828951,300,907.112048
-54662.208693,300,907.517086
-67931.355442,300,909.501202
-93939.782731,300,909.895737
-19438.538417,300,910.297971
-198315.409187,300,910.688975
-46094.732196,300,911.08349
-16677.709287,300,911.484281
-163704.353543,300,911.878023
-13364.313392,300,913.952668
-75488.095974,300,914.361054
-31490.860505,300,914.770548
-85493.357681,300,915.167957
-23734.00388,300,915.603446
-93429.75052,300,916.012807
-16738.864586,300,918.067313
-124944.197963,300,918.464015
-82264.200667,300,918.869335
-157149.633679,300,919.269306
-65573.728362,300,919.67308
-30696.811351,300,920.078674
-103131.895073,300,920.486035
-56031.236996,300,922.577777
-48625.142422,300,922.981034
-60980.984327,300,923.39595
-120333.416012,300,923.802923
-23266.665172,300,924.213549
-9865.158359,300,924.62514
-128553.974752,300,925.022763
-102636.53448,300,927.028964
-56565.785529,300,927.427915
-21827.74552,300,927.834832
-203574.458937,300,928.239143
-99217.912803,300,928.651114
-17436.478868,300,929.063233
-4442.830169,300,929.468087
-53758.35943,300,931.663485
-54340.309169,300,932.29606
-24374.469163,300,932.696234
-5841.748501,300,933.104425
-124935.867797,300,933.50501
-41013.096267,300,933.915395
-112090.416456,300,934.315898
-64441.860095,300,936.329391
-8157.832063,300,936.733608
-55902.131364,300,937.152289
-69297.528459,300,937.549
-102465.039839,300,937.961147
-14562.580764,300,938.368618
-39941.19585,300,940.35355
-89601.03217,300,940.752823
-27974.207934,300,941.161651
-14348.77102,300,941.560856
-34241.077598,300,942.010541
-67677.392352,300,942.427878
-19406.290469,300,942.823035
-154502.397618,300,944.8482
-39999.90135,300,945.250363
-47646.682706,300,945.644206
-19966.806652,300,946.044272
-22593.214137,300,946.437159
-23135.020005,300,946.835134
